loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets
1469,2,0,1,67,136,3,529,144,81,221,46,0,492
1470,3,1,0,41,108,2,12,49,38,98,33,1,218
1471,3,1,0,64,211,4,167,153,60,200,52,1,465
1472,1,0,1,50,140,8,350,55,23,173,36,0,287
1473,3,0,1,2,8,2,411,2,3,11,1,0,17
1474,4,1,0,11,38,8,586,29,5,35,6,0,75
1475,5,1,0,95,281,1,194,54,120,241,100,1,515
1476,2,0,1,52,106,6,441,14,60,201,56,0,331
1477,4,1,0,10,30,5,576,5,1,35,10,0,51
1478,0,0,1,68,261,6,310,144,0,136,53,0,333
1479,5,0,0,74,257,2,478,130,24,252,109,0,515
1480,5,0,1,5,15,6,271,3,4,16,4,0,27
1481,3,0,1,73,248,8,254,126,79,282,47,0,534
1482,0,1,1,21,59,3,412,69,17,85,15,0,186
1483,5,1,1,54,112,1,395,96,71,114,78,0,359
1484,0,1,1,52,106,9,66,38,5,207,48,1,298
1485,1,1,1,16,52,4,126,51,15,56,16,1,138
1486,0,1,0,27,66,4,20,52,5,74,15,1,146
1487,3,1,1,12,43,3,243,16,12,24,20,1,72
1488,2,0,0,26,107,7,225,83,18,55,24,1,180
1489,0,1,1,31,128,5,512,49,49,72,43,0,213
1490,0,1,0,68,250,6,397,152,104,140,67,0,463
1491,1,1,0,37,148,5,227,107,51,108,38,1,304
1492,1,1,0,55,169,1,212,44,70,211,30,0,355
1493,0,0,0,39,89,1,371,35,63,101,49,0,248
1494,1,0,1,20,84,9,239,11,40,79,26,1,156
1495,5,1,0,20,69,4,232,28,3,72,16,1,119
1496,3,1,1,23,74,7,185,21,36,53,32,1,142
1497,0,1,1,7,18,2,221,2,17,18,7,1,44
1498,1,1,0,27,71,4,574,5,12,98,33,0,148
1499,2,1,0,96,226,4,488,14,103,269,139,0,525
1500,2,1,0,50,145,5,359,116,52,178,41,0,387
1501,1,0,1,84,193,7,198,149,30,207,53,1,439
1502,2,0,1,46,129,9,10,119,46,126,42,1,333
1503,0,0,0,18,44,2,485,30,18,64,17,0,129
1504,0,0,0,34,84,4,9,64,10,83,33,1,190
1505,3,1,1,51,193,0,133,148,99,105,30,0,382
1506,1,1,1,2,10,8,501,2,0,12,6,0,20
1507,3,0,1,63,221,2,188,169,117,214,68,1,568
1508,0,1,1,21,57,7,456,30,21,72,12,0,135
1509,3,0,0,8,25,1,457,26,1,35,9,0,71
1510,5,1,0,30,98,2,528,86,60,84,30,0,260
1511,3,0,1,32,69,5,433,49,27,78,22,0,176
1512,0,1,0,94,372,3,121,17,141,333,137,1,628
1513,3,1,0,51,200,1,572,44,73,181,76,0,374
1514,3,0,0,45,171,4,93,125,53,184,53,1,415
1515,3,0,0,95,369,5,400,135,61,255,119,0,570
1516,5,0,0,86,213,8,313,155,121,297,84,0,657
1517,5,0,0,57,131,2,155,33,112,213,69,1,427
1518,4,0,1,22,68,7,571,71,3,82,35,0,191
1519,4,0,1,77,212,7,197,23,52,228,77,1,380
1520,0,0,0,12,24,0,349,27,10,52,11,0,100
1521,0,0,1,33,97,6,409,54,18,89,50,0,211
1522,4,0,0,32,132,5,405,101,11,80,49,0,241
1523,2,0,0,59,233,0,176,47,29,222,38,0,336
1524,2,1,1,28,68,1,519,55,48,57,21,0,181
1525,5,1,1,32,91,7,235,32,56,126,32,1,246
1526,0,0,1,2,9,6,589,12,2,4,2,0,20
1527,0,0,0,57,115,5,168,92,100,172,62,1,426
1528,5,0,1,2,5,0,459,2,5,10,3,0,20
1529,3,0,1,88,333,0,126,217,162,204,119,0,702
1530,0,0,1,86,233,3,412,5,113,190,111,0,419
1531,4,0,1,18,44,0,315,6,1,64,30,0,101
1532,2,0,0,45,137,5,484,135,27,145,69,0,376
1533,4,1,0,25,58,7,377,2,33,62,38,0,135
1534,1,1,0,24,76,5,6,21,24,73,33,1,151
1535,1,1,1,88,251,7,355,221,88,288,72,0,669
1536,4,1,0,49,191,3,455,23,3,146,53,0,225
1537,2,0,0,64,255,8,298,39,31,161,59,0,290
1538,2,0,0,42,95,8,412,55,2,85,64,0,206
1539,4,1,1,13,43,2,224,38,20,47,14,1,119
1540,1,1,0,60,228,7,538,92,14,232,70,0,408
1541,4,0,1,7,26,2,260,16,9,28,9,0,62
1542,3,1,0,75,261,5,459,35,29,216,108,0,388
1543,2,0,1,4,21,2,154,2,6,20,3,1,31
1544,4,1,0,41,162,1,239,107,61,90,21,0,279
1545,2,1,1,80,275,7,527,116,87,257,107,0,567
1546,0,1,0,33,116,5,386,45,48,98,25,0,216
1547,1,0,1,97,338,6,71,244,71,290,62,1,667
1548,5,0,0,5,16,1,484,6,10,18,6,0,40
1549,1,0,1,19,70,7,526,17,35,74,14,0,140
1550,2,1,0,30,102,5,202,44,15,97,45,1,201
1551,0,0,0,27,75,3,67,8,37,74,36,1,155
1552,0,1,0,68,180,2,241,64,64,205,83,1,416
1553,1,0,0,35,133,7,308,5,22,131,28,0,186
1554,3,1,1,43,128,5,270,106,20,98,58,0,282
1555,3,0,0,0,5,8,452,3,2,0,2,0,7
1556,5,1,1,54,202,3,573,56,95,191,78,0,420
1557,5,0,0,52,183,0,238,78,27,185,40,0,330
1558,4,1,0,1,7,4,519,8,3,6,2,0,19
1559,1,0,1,73,295,8,470,15,52,277,87,0,431
1560,5,1,1,23,93,2,45,20,19,65,26,1,130
1561,4,0,1,29,78,5,430,64,45,87,45,0,241
1562,1,0,1,74,190,9,535,59,23,217,82,0,381
1563,3,1,1,3,14,0,511,6,5,11,2,0,24
1564,2,1,0,25,56,6,362,33,16,70,38,0,157
1565,2,1,1,33,130,1,120,65,17,77,23,0,182
1566,5,1,0,35,114,1,113,85,55,117,27,0,284
1567,2,1,1,54,197,4,67,138,50,188,60,1,436
1568,5,1,1,46,161,6,90,85,24,92,40,1,241
1569,4,1,1,50,119,0,302,104,8,202,77,0,391
1570,3,0,0,27,112,7,543,24,26,104,43,0,197
1571,1,0,0,25,65,9,413,6,33,58,19,0,116
1572,3,0,0,48,159,3,291,20,34,137,50,0,241
1573,2,1,1,25,91,6,401,5,34,96,19,0,154
1574,4,1,1,26,97,5,355,50,36,82,33,0,201
1575,3,1,1,71,197,8,420,156,99,227,98,0,580
1576,0,0,1,57,148,4,494,61,43,146,54,0,304
1577,0,0,0,79,210,0,92,143,66,312,110,1,631
1578,3,0,1,17,68,2,283,5,28,62,20,0,115
1579,5,0,0,16,65,8,157,23,11,35,14,1,83
1580,0,1,1,74,175,6,270,153,121,212,99,0,585
1581,1,0,0,89,298,6,590,179,124,322,75,0,700
1582,2,1,1,51,120,6,172,101,16,201,33,1,351
1583,2,1,0,35,106,5,488,18,7,119,26,0,170
1584,0,1,0,93,350,2,305,101,127,308,70,0,606
1585,3,0,0,81,302,4,173,134,94,230,118,1,576
1586,5,0,0,62,212,7,428,4,52,171,96,0,323
1587,5,0,1,51,175,7,205,93,85,143,41,1,362
1588,0,0,1,54,190,2,107,35,36,139,84,1,294
1589,1,0,1,7,14,8,164,14,0,16,7,1,37
1590,0,0,1,22,69,9,214,42,21,64,18,1,145
1591,1,0,0,93,227,4,327,275,115,214,91,0,695
1592,2,1,1,72,146,9,327,160,101,187,103,0,551
1593,4,1,1,13,29,4,558,16,0,44,17,0,77
1594,3,0,1,86,299,3,307,137,127,212,59,0,535
1595,5,1,1,47,140,1,363,86,61,193,55,0,395
1596,1,1,1,79,266,2,222,231,21,184,42,1,478
1597,2,1,1,21,88,9,310,38,6,75,34,0,153
1598,5,1,1,28,63,7,162,56,35,88,36,1,215
1599,2,1,1,37,90,3,291,110,27,93,33,0,263
1600,4,0,1,15,62,9,336,18,9,59,23,0,109
1601,0,1,1,19,46,4,59,11,8,58,10,1,87
1602,4,0,1,95,247,1,242,99,120,290,133,1,642
1603,5,1,1,33,115,1,342,24,29,116,36,0,205
1604,5,1,1,13,52,1,114,9,14,26,12,0,61
1605,3,1,1,86,259,9,565,194,98,274,125,0,691
1606,3,0,0,7,28,4,69,15,1,14,5,1,35
1607,0,0,1,33,105,6,538,48,68,136,17,0,269
1608,5,1,0,53,209,1,282,122,83,168,31,0,404
1609,5,1,1,96,229,4,116,111,172,213,85,1,581
1610,5,0,0,19,52,9,405,55,14,43,12,0,124
1611,0,0,0,16,54,8,6,6,7,53,17,1,83
1612,5,0,1,56,127,3,551,68,87,174,41,0,370
1613,5,0,0,65,169,8,313,98,68,243,71,0,480
1614,3,0,0,41,160,4,66,70,67,120,55,1,312
1615,1,0,0,10,25,5,131,10,4,26,9,1,49
1616,5,1,1,95,256,0,454,91,100,282,67,0,540
1617,5,0,1,52,109,4,147,4,79,211,60,1,354
1618,1,1,1,51,138,6,210,134,104,186,78,1,502
1619,1,0,0,71,239,9,24,130,37,181,90,1,438
1620,5,0,0,93,189,0,223,136,15,207,67,1,425
1621,0,1,1,70,153,0,62,28,24,205,59,1,316
1622,3,0,1,88,326,2,357,100,6,289,120,0,515
1623,5,1,0,63,230,5,490,7,97,152,95,0,351
1624,1,0,1,93,302,8,200,14,33,202,55,1,304
1625,2,1,1,97,329,1,165,262,170,241,50,0,723
1626,4,1,0,27,84,2,109,38,55,79,22,1,194
1627,4,0,1,5,15,9,326,6,6,11,3,0,26
1628,5,1,0,40,131,7,245,99,82,122,35,1,338
1629,3,1,0,40,111,4,354,89,4,159,57,0,309
1630,0,1,0,74,262,2,215,63,149,217,40,1,469
1631,2,0,1,69,185,5,538,12,52,163,49,0,276
1632,1,1,1,45,157,6,106,41,53,140,33,1,267
1633,0,0,1,96,229,4,273,239,33,233,144,0,649
1634,0,0,1,96,375,0,311,67,104,327,60,0,558
1635,0,1,0,49,131,7,349,69,16,154,39,0,278
1636,0,1,1,31,74,5,475,83,21,71,42,0,217
1637,3,0,0,43,122,5,169,42,76,139,34,1,291
1638,0,0,1,37,125,8,287,46,53,123,50,0,272
1639,3,0,1,30,96,4,16,92,55,85,36,1,268
1640,2,0,0,30,101,4,256,83,56,112,45,0,296
1641,2,1,0,94,309,5,278,100,22,262,134,0,518
1642,2,1,1,85,186,0,254,40,19,177,115,0,351
1643,2,1,1,17,65,2,592,27,22,61,9,0,119
1644,2,1,1,27,99,4,15,82,4,62,16,1,164
1645,0,1,0,60,126,4,395,20,37,219,42,0,318
1646,0,1,0,57,200,1,506,4,37,161,48,0,250
1647,4,1,1,30,125,3,338,44,26,77,38,0,185
1648,1,1,1,11,47,1,310,35,8,42,9,0,94
1649,2,1,1,11,29,1,510,39,21,40,8,0,108
1650,1,0,0,85,329,1,566,197,159,234,105,0,695
1651,3,1,0,61,235,4,460,128,13,181,88,0,410
1652,3,0,0,41,109,2,256,111,43,142,51,0,347
1653,3,1,1,62,232,5,384,173,103,250,74,0,600
1654,5,1,1,75,255,8,278,51,77,269,106,0,503
1655,2,1,0,67,236,5,514,131,19,263,60,0,473
1656,0,1,0,40,145,9,210,93,57,116,26,1,292
1657,4,1,0,37,87,0,374,88,57,137,31,0,313
1658,0,0,1,18,46,6,270,39,3,63,13,0,118
1659,1,1,0,3,14,0,380,8,8,11,7,0,34
1660,0,0,0,33,85,5,503,55,3,81,34,0,173
1661,2,1,1,29,104,7,57,93,19,74,38,1,224
1662,3,1,1,47,187,1,275,142,91,162,46,0,441
1663,1,1,0,8,33,1,246,26,0,23,5,0,54
1664,2,0,0,65,211,3,70,33,118,198,86,1,435
1665,1,0,0,39,91,2,413,1,10,108,31,0,150
1666,4,1,1,14,35,0,596,13,4,45,20,0,82
1667,3,0,1,22,89,6,326,4,36,82,20,0,142
1668,0,0,0,20,61,1,554,10,16,62,13,0,101
1669,4,0,0,30,81,8,502,5,0,88,47,0,140
1670,4,1,1,14,41,9,82,18,3,49,19,1,89
1671,2,1,0,37,146,2,115,23,43,92,46,1,204
1672,5,0,1,18,60,1,66,54,22,51,28,0,155
1673,1,0,1,74,251,4,295,80,4,246,110,0,440
1674,1,1,0,96,210,0,56,231,123,254,144,1,752
1675,5,1,0,77,296,2,268,59,139,156,87,0,441
1676,1,0,0,14,37,4,315,23,27,52,14,0,116
1677,1,0,1,62,136,5,13,187,63,183,49,1,482
1678,1,0,1,62,176,2,275,67,76,228,53,0,424
1679,4,0,0,14,52,4,277,5,12,38,14,0,69
1680,0,0,0,90,304,4,155,249,20,326,52,1,647
1681,1,1,0,76,246,2,200,154,100,162,45,1,461
1682,1,1,1,38,91,3,209,11,41,105,55,1,212
1683,2,1,1,59,191,3,79,54,108,140,41,1,343
1684,5,0,0,69,142,6,364,54,129,154,92,0,429
1685,0,1,1,23,96,2,323,61,18,59,18,0,156
1686,5,0,0,30,84,7,258,27,25,88,18,0,158
1687,4,0,0,15,40,8,280,16,24,63,17,0,120
1688,4,0,0,61,173,2,312,161,33,232,32,0,458
1689,4,0,1,5,21,6,405,1,1,17,7,0,26
1690,4,0,1,9,24,8,1,29,16,30,15,1,90
1691,1,1,1,87,317,7,411,44,12,218,52,0,326
1692,3,0,0,1,4,9,435,10,2,6,4,0,22
1693,1,1,0,20,49,6,382,27,6,58,18,0,109
1694,3,1,0,32,132,4,48,80,37,79,47,1,243
1695,0,0,1,77,232,9,450,169,153,209,40,0,571
1696,3,1,1,56,179,7,535,11,61,143,79,0,294
1697,0,0,1,92,197,2,89,161,71,191,102,1,525
1698,2,0,0,46,186,1,566,103,60,136,59,0,358
1699,3,1,0,74,263,1,389,54,6,240,86,0,386
1700,0,1,0,57,173,7,345,131,31,231,86,0,479
1701,1,0,1,41,98,0,497,45,45,160,47,0,297
1702,5,0,0,59,175,2,549,30,109,158,78,0,375
1703,5,0,0,52,194,9,123,66,100,154,73,1,393
1704,1,1,1,50,109,0,70,100,102,164,64,1,430
1705,5,1,0,83,310,5,78,215,131,301,88,1,735
1706,4,1,0,7,16,9,117,11,8,25,9,1,53
1707,1,1,0,12,38,9,230,13,11,27,19,1,70
1708,1,1,1,22,90,9,243,8,8,47,34,1,97
1709,4,0,0,61,147,8,450,9,65,151,77,0,302
1710,1,0,0,29,73,9,46,8,46,78,44,1,176
1711,4,0,1,67,187,6,30,94,71,185,84,1,434
1712,2,1,1,28,71,4,412,52,10,113,38,0,213
1713,0,1,0,29,98,6,76,65,26,113,43,1,247
1714,4,1,0,4,9,6,38,6,5,20,5,1,36
1715,4,1,1,45,134,6,300,122,84,174,50,0,430
1716,1,0,0,23,66,9,195,49,33,54,37,1,173
1717,0,0,0,95,301,1,0,172,166,374,92,0,804
1718,4,1,1,74,197,8,391,51,87,231,112,0,481
1719,1,0,0,82,244,3,219,130,167,170,60,1,527
1720,3,0,1,36,148,9,240,95,10,90,36,1,231
1721,3,1,1,29,111,7,262,37,36,69,31,0,173
1722,2,1,0,55,210,4,23,17,112,159,51,1,339
1723,1,0,1,53,194,4,12,129,48,192,33,1,402
1724,1,1,1,0,3,0,211,6,1,5,2,0,14
1725,3,1,1,35,135,4,321,41,8,116,53,0,218
1726,2,1,1,14,40,9,212,33,25,60,9,1,127
1727,4,0,0,37,107,0,486,80,16,104,21,0,221
1728,3,1,1,5,13,8,3,7,5,17,6,1,35
1729,3,0,1,56,164,8,333,82,84,144,37,0,347
1730,4,0,1,36,137,2,411,96,73,142,31,0,342
1731,2,0,0,62,166,7,172,112,60,160,45,1,377
1732,1,0,1,53,118,1,50,64,92,169,69,1,394
1733,1,1,1,66,134,4,579,6,26,217,68,0,317
1734,4,1,0,65,131,4,136,37,12,229,75,1,353
1735,1,0,1,51,112,6,548,14,36,144,57,0,251
1736,2,0,0,64,229,7,255,100,65,230,33,0,428
1737,2,0,0,64,128,9,585,110,43,203,62,0,418
1738,0,1,0,74,249,2,588,128,109,242,75,0,554
1739,4,1,1,23,58,9,178,60,8,92,32,1,192
1740,4,1,0,9,22,1,303,20,14,36,5,0,75
1741,1,1,0,21,79,3,484,21,0,73,11,0,105
1742,1,0,1,31,114,1,382,36,55,120,16,0,227
1743,4,0,1,24,56,2,171,36,19,70,34,1,159
1744,4,1,1,91,362,9,508,166,147,262,71,0,646
1745,4,1,0,51,182,3,170,30,93,146,49,1,318
1746,2,1,0,52,135,9,274,10,92,106,37,0,245
1747,4,1,1,33,117,3,14,78,1,123,27,1,229
1748,2,0,0,40,99,6,107,60,45,117,25,1,247
1749,0,1,1,90,346,1,402,170,160,238,98,0,666
1750,2,0,0,41,95,0,199,45,45,123,51,1,264
1751,1,0,1,73,196,4,369,19,88,178,73,0,358
1752,5,1,1,52,185,9,26,98,101,145,32,1,376
1753,3,1,0,53,159,8,478,48,107,150,61,0,366
1754,2,1,1,19,42,0,487,49,28,57,21,0,155
1755,0,0,0,35,120,7,531,81,22,109,24,0,236
1756,0,0,0,86,326,8,276,14,87,323,56,0,480
1757,5,1,0,56,225,5,300,161,11,204,57,0,433
1758,4,0,0,77,303,0,269,77,34,198,74,0,383
1759,1,1,1,29,60,9,567,20,61,63,40,0,184
1760,0,1,0,39,142,5,141,100,3,154,39,1,296
1761,2,1,1,96,324,0,4,48,186,242,86,0,562
1762,5,1,0,31,81,8,220,6,63,107,40,1,216
1763,0,0,0,18,59,6,313,2,18,51,13,0,84
1764,2,1,1,4,8,3,585,8,0,9,3,0,20
1765,4,1,1,34,92,0,541,50,44,132,21,0,247
1766,2,1,0,73,288,9,515,125,95,250,91,0,561
1767,5,0,1,0,1,8,522,3,3,3,3,0,12
1768,4,1,0,97,288,8,472,241,187,265,117,0,810
1769,5,0,1,59,222,2,476,177,99,135,48,0,459
1770,4,1,1,33,100,4,37,91,56,102,45,1,294
1771,0,1,1,76,187,5,33,155,149,303,96,1,703
1772,3,1,1,85,290,1,12,91,28,297,49,0,465
1773,2,0,1,53,121,6,542,0,68,155,58,0,281
1774,3,0,1,16,48,3,490,2,0,34,20,0,56
1775,2,0,0,78,316,7,506,200,18,229,54,0,501
1776,5,1,1,73,167,3,0,79,83,186,67,1,415
1777,5,0,1,35,117,5,305,50,18,129,31,0,228
1778,2,0,1,14,44,5,282,16,13,49,10,0,88
1779,5,0,0,11,24,2,307,9,15,44,16,0,84
1780,5,0,1,22,79,4,409,22,37,85,28,0,172
1781,4,0,1,39,113,6,554,6,69,124,57,0,256
1782,2,1,1,71,149,9,476,148,96,261,41,0,546
1783,1,0,1,78,243,5,349,109,16,215,92,0,432
1784,3,1,0,77,277,1,94,229,132,179,39,0,579
1785,4,1,0,70,186,7,71,67,141,186,49,1,443
1786,3,1,0,60,129,6,407,173,89,228,42,0,532
1787,2,1,1,55,178,9,191,69,1,174,39,1,283
1788,0,0,1,56,138,7,270,83,42,161,37,0,323
1789,1,1,0,7,32,8,95,26,8,27,13,1,74
1790,0,1,1,20,72,4,197,24,21,54,18,1,117
1791,3,1,1,16,50,6,140,21,1,34,10,1,66
1792,0,1,1,6,21,7,525,8,0,28,11,0,47
1793,2,0,1,74,178,6,20,148,26,278,85,1,537
1794,2,0,1,39,132,1,546,90,78,111,24,0,303
1795,3,0,1,44,106,5,556,136,51,91,33,0,311
1796,3,0,0,21,65,4,118,29,27,60,14,1,130
1797,0,1,1,78,208,2,6,162,118,279,87,1,646
1798,2,1,1,36,142,7,267,25,26,102,30,0,183
1799,2,1,1,93,363,2,193,241,138,318,62,1,759
1800,2,0,0,91,209,0,209,29,26,354,66,1,475
1801,4,0,0,45,167,1,64,30,46,185,62,0,323
1802,5,1,0,58,237,9,339,4,73,148,66,0,291
1803,2,0,1,53,214,0,9,119,10,213,76,0,418
1804,0,1,1,44,145,2,133,122,46,108,67,1,343
1805,5,1,0,97,333,9,280,71,108,368,145,0,692
1806,1,0,1,60,159,1,588,0,120,240,40,0,400
1807,4,1,1,2,8,2,344,11,3,13,4,0,31
1808,1,1,1,76,219,4,463,113,14,267,49,0,443
1809,0,0,1,27,105,9,394,65,2,103,21,0,191
1810,3,1,0,3,9,2,457,14,1,9,6,0,30
1811,0,1,0,23,66,5,171,72,40,49,15,1,176
1812,5,1,0,88,349,0,137,185,177,180,104,0,646
1813,4,1,1,50,111,4,106,148,20,127,44,1,339
1814,5,1,0,58,194,9,76,148,107,168,55,1,478
1815,1,0,0,49,135,6,50,63,22,123,36,1,244
1816,5,1,1,78,222,9,484,77,73,257,108,0,515
1817,4,0,1,90,251,6,465,213,66,248,56,0,583
1818,4,1,0,96,319,8,293,96,4,337,142,0,579
1819,3,0,1,74,297,4,44,191,137,273,111,1,712
1820,1,0,0,49,115,5,14,148,76,121,49,1,394
1821,4,0,1,13,30,7,82,3,24,29,11,1,67
1822,2,1,1,60,162,1,210,142,47,179,63,1,431
1823,2,0,1,61,243,3,164,78,22,127,69,1,296
1824,1,0,1,53,146,0,103,75,89,194,41,1,399
1825,3,1,0,79,301,5,306,10,11,316,116,0,453
1826,1,0,0,61,217,9,346,96,79,132,55,0,362
1827,1,0,0,9,33,9,195,17,11,28,5,1,61
1828,3,1,1,70,213,0,326,107,16,266,37,0,426
1829,1,1,1,28,57,7,218,39,17,113,39,1,208
1830,5,0,0,25,73,3,446,10,22,69,34,0,135
1831,0,1,0,48,160,5,437,27,34,115,44,0,220
1832,0,1,0,82,220,6,71,84,37,220,91,1,432
1833,1,0,0,75,270,3,209,102,22,199,108,1,431
1834,1,0,0,45,137,0,111,47,51,103,37,1,238
1835,2,1,0,41,115,9,401,117,46,139,33,0,335
1836,5,1,0,23,85,4,469,38,16,79,27,0,160
1837,5,1,1,42,122,2,440,83,23,96,54,0,256
1838,5,1,0,55,113,1,592,103,61,195,74,0,433
1839,2,1,0,51,128,6,117,50,62,179,68,1,359
1840,5,0,0,44,141,2,485,66,63,144,62,0,335
1841,3,1,0,2,8,7,204,3,4,5,4,1,16
1842,0,1,0,19,56,6,102,45,0,45,10,1,100
1843,2,0,1,10,32,7,240,32,18,32,8,1,90
1844,2,0,1,78,281,4,307,115,38,287,116,0,556
1845,1,0,1,48,191,4,110,117,62,114,45,1,338
1846,0,1,0,83,169,5,324,66,84,183,51,0,384
1847,4,0,0,44,163,7,505,49,80,112,28,0,269
1848,2,0,0,44,158,8,409,72,90,135,54,0,351
1849,2,1,1,83,306,6,211,234,44,216,55,1,549
1850,1,0,1,76,248,8,466,70,72,163,102,0,407
1851,3,1,1,12,35,7,151,32,13,40,13,1,98
1852,1,1,1,35,99,1,147,4,20,142,32,1,198
1853,3,1,1,8,22,8,463,5,11,18,14,0,48
1854,5,1,0,7,28,9,534,11,9,18,13,0,51
1855,2,0,0,54,192,3,129,62,22,208,72,1,364
1856,4,1,0,30,103,7,393,79,49,101,18,0,247
1857,1,0,0,27,108,9,178,43,29,82,30,1,184
1858,2,0,1,1,5,4,452,7,3,7,4,0,21
1859,0,0,1,22,56,6,19,21,42,92,33,1,188
1860,3,0,0,48,173,3,3,64,96,125,69,1,354
1861,3,1,1,48,164,9,120,12,50,184,69,1,315
1862,2,1,1,0,3,3,252,5,2,4,2,0,13
1863,3,1,1,58,157,5,306,27,116,190,78,0,411
1864,2,1,0,54,134,0,258,76,93,118,67,0,354
1865,1,1,0,43,121,2,204,121,32,128,22,1,303
1866,5,1,1,0,0,3,112,0,1,2,1,1,4
1867,4,1,1,60,180,1,600,170,34,150,64,0,418
1868,4,1,1,96,235,3,334,129,93,369,61,0,652
1869,5,0,1,37,87,3,40,50,68,87,52,1,257
1870,3,1,1,81,206,1,315,45,2,187,96,0,330
1871,2,0,1,47,119,8,53,71,2,141,36,1,250
1872,4,0,1,67,160,3,306,59,9,234,36,0,338
1873,2,1,0,43,142,8,198,80,2,132,48,1,262
1874,4,1,0,73,216,0,285,69,122,272,81,0,544
1875,1,1,1,21,61,3,278,37,18,67,30,0,152
1876,1,0,0,72,152,0,393,31,128,215,93,0,467
1877,4,0,0,46,140,2,495,60,0,108,26,0,194
1878,1,0,0,24,96,2,294,30,43,64,25,0,162
1879,3,1,1,25,103,3,540,6,30,87,19,0,142
1880,3,1,0,35,106,7,1,79,23,93,34,1,229
1881,4,0,1,24,91,8,181,28,44,83,24,1,179
1882,5,1,1,86,228,7,231,209,26,218,80,1,533
1883,2,1,0,73,151,3,32,84,31,234,54,1,403
1884,0,0,0,45,182,1,216,11,84,101,61,0,257
1885,2,1,0,69,263,2,427,166,98,208,79,0,551
1886,3,1,1,53,190,4,44,145,13,121,66,1,345
1887,2,0,0,93,312,5,350,177,166,219,114,0,676
1888,3,0,1,40,151,3,62,100,53,152,56,1,361
1889,5,0,1,67,183,8,7,36,48,250,42,1,376
1890,5,0,0,97,243,0,230,242,128,201,129,1,700
1891,5,0,0,65,174,2,182,33,104,182,57,1,376
1892,0,1,1,91,219,6,401,7,101,355,57,0,520
1893,2,0,0,54,169,7,286,138,21,140,43,0,342
1894,0,0,1,79,173,7,84,153,133,314,102,1,702
1895,4,1,0,58,177,8,582,68,25,119,75,0,287
1896,5,1,1,40,109,0,458,54,65,93,38,0,250
1897,5,0,0,14,37,8,229,4,12,50,20,1,86
1898,3,0,1,6,12,0,289,16,11,15,4,0,46
1899,1,0,0,3,10,2,370,11,5,11,7,0,34
1900,5,1,1,41,138,5,232,127,57,117,46,1,347
1901,0,1,0,38,122,8,568,111,8,141,23,0,283
1902,2,1,0,27,70,0,476,84,30,82,34,0,230
1903,5,0,1,21,88,7,344,41,26,63,31,0,161
1904,0,0,1,16,57,5,358,30,23,42,24,0,119
1905,1,0,1,85,336,4,466,164,7,192,90,0,453
1906,3,1,0,76,208,5,417,13,107,196,62,0,378
1907,2,0,0,30,60,4,39,4,49,70,27,1,150
1908,0,1,0,14,42,8,163,2,20,38,18,1,78
1909,4,1,0,22,70,1,240,26,3,75,22,0,126
1910,1,0,0,16,56,7,504,9,25,47,10,0,91
1911,1,0,0,73,157,4,241,164,45,221,51,1,481
1912,4,1,1,65,181,4,71,20,14,154,44,1,232
1913,5,0,0,56,134,2,69,106,27,118,30,1,281
1914,0,1,0,3,15,0,351,8,0,14,2,0,24
1915,0,0,1,92,304,4,177,175,9,272,62,1,518
1916,4,1,0,14,59,8,254,33,8,52,11,0,104
1917,0,0,1,91,247,6,62,150,161,320,110,1,741
1918,5,0,0,35,137,0,169,39,6,77,28,0,150
1919,3,1,0,7,16,5,247,25,4,27,4,1,60
1920,4,1,0,3,10,2,509,3,3,6,5,0,17
1921,1,0,1,76,159,0,35,50,79,284,64,1,477
1922,5,1,1,51,134,8,408,77,9,189,59,0,334
1923,0,0,0,1,4,7,479,3,0,7,4,0,14
1924,0,0,1,48,196,2,448,84,85,110,30,0,309
1925,0,0,0,77,283,8,241,5,39,220,67,1,331
1926,4,0,0,51,155,0,227,39,52,194,39,1,324
1927,0,1,1,53,150,1,559,47,95,211,29,0,382
1928,0,0,0,13,53,8,304,21,24,41,18,0,104
1929,5,0,0,64,198,8,48,70,25,222,72,1,389
1930,4,0,1,60,159,9,434,89,40,143,44,0,316
1931,3,0,0,61,167,7,88,118,21,158,32,1,329
1932,0,0,1,36,78,9,531,66,17,74,20,0,177
1933,5,1,0,3,12,2,133,0,7,16,7,1,30
1934,2,0,1,48,156,7,399,89,59,178,72,0,398
1935,0,1,0,43,168,3,3,75,82,171,42,1,370
1936,4,1,0,8,35,0,311,18,18,22,6,0,64
1937,2,0,0,15,34,9,258,42,14,47,25,0,128
1938,4,0,1,10,45,0,452,29,9,27,6,0,71
1939,5,1,1,83,255,6,486,140,110,321,113,0,684
1940,0,0,0,84,287,8,181,213,26,274,54,1,567
1941,2,0,0,2,10,7,207,3,2,12,3,1,20
1942,4,0,0,85,195,6,415,136,134,317,85,0,672
1943,0,1,0,16,54,9,92,39,24,32,14,1,109
1944,0,0,1,45,174,7,587,14,49,129,67,0,259
1945,0,1,0,71,213,0,179,180,123,156,75,1,534
1946,2,0,0,82,318,9,28,164,46,192,80,1,482
1947,2,0,1,46,126,3,440,94,9,107,37,0,247
